Title,Question,Answer
How is Eduardo unaware of the progress on Face Mash?,Was the algorithm coded wehn Mark blogged about it the first time?,CANNOTANSWER
How is Eduardo unaware of the progress on Face Mash?,Did Mark write the blog alone?,CANNOTANSWER
How is Eduardo unaware of the progress on Face Mash?,When did EDuardo read the blog?,if Eduardo had only seen his first posts before heading to his dorm he may have been unaware of Mark's hacking later
How do HYDRA get the Leviathan to Strucker's base?,How do HYDRA get the Leviathan to Strucker's base?,"By 2010s, Hydra agents were everywhere, from low level rank and file, special agents"
How do HYDRA get the Leviathan to Strucker's base?,how did they get the corpse past shield?,It's highly likely that the Hydra base was a black site bankrolled by SHIELD until it collapsed
How do HYDRA get the Leviathan to Strucker's base?,why did they want a corpse?,CANNOTANSWER
How do HYDRA get the Leviathan to Strucker's base?,why would shield bankroll them?,"would have meant SHIELD either intentionally set up to study the Leviathan for further benefit, or Hydra intercepted it, as they did the Scepter in the Winter Soldier stinger"
How do HYDRA get the Leviathan to Strucker's base?,what power does a leviathan have?,CANNOTANSWER
How do HYDRA get the Leviathan to Strucker's base?,Does loki have any siblings?,CANNOTANSWER
Is Amy right about Indiana Jones being irrelevant to the outcome?,Is Amy right about Indiana Jones being irrelevant to the outcome?,"I don't believe Amy is correct, and it relates to a scene that isn't in the movie"
Is Amy right about Indiana Jones being irrelevant to the outcome?,Why isn't Amy right though? Even Sheldon accepts that she is,We know that the nazis had the wrong length staff because they only had one side of the head piece. Other posters have argued whether or not the nazis obtain the head piece from Marion without him
Is Amy right about Indiana Jones being irrelevant to the outcome?,Do you think Amy ruined the movie for the guys?,CANNOTANSWER
Is Amy right about Indiana Jones being irrelevant to the outcome?,Do you think Amy enjoyed the movie?,CANNOTANSWER
Why didn't they leave one end of the wire at the beach?,Why didn't they leave one end of the wire at the beach?,It's likely that the group was being watched by the others. If they'd left anything behind it would arouse their suspicion and risk failure
Why didn't they leave one end of the wire at the beach?,Was there anyone else who could pair with Katniss? Seems silly to send her alone.,Being the larger and more dangerous group it would be more secure for them to be seen to move as a group rather than leave people behind
Why would the Disease Department unleash a disease when there could have been other ways to control the population?,Why would the Disease Department in The Maze Runner unleash a disease ?,it was supposed to be a controlled way to quickly and painlessly kill a significant portion of the population
Why would the Disease Department unleash a disease when there could have been other ways to control the population?,Did they think of other ways to do it?,mass executions would cause the public to rebel. Killing only criminals
Why doesn't Joey move back to the bigger apartment in Friends?,Why doesn't Joey move back to the bigger apartment in Friends?,He couldn't afford the apartment as it was because he was living beyond his means
Why doesn't Joey move back to the bigger apartment in Friends?,was there any reference that his salary was lower?,"when he got the new job, (even if he was making as much as before"
Why doesn't Joey move back to the bigger apartment in Friends?,was the show friends very popular?,emotional
Why doesn't Joey move back to the bigger apartment in Friends?,Do you thunk that Joey was lonely in the big apartment without his friends?,was the emotional aspect since he wasn't enjoying living on his own as much as he had expected to
Why doesn't Joey move back to the bigger apartment in Friends?,Were his friends missing him as well?,the emotional aspect
Why doesn't Joey move back to the bigger apartment in Friends?,was the name of the soap Joey worked on Days of our lives?,CANNOTANSWER
Why did Ben try to help Dan?,do you think he chose to help him out of guilt?,he sympathizes with Dan on the fact that he used to be a soldier and his life changed after he sustained the injury in the war
Why did Ben try to help Dan?,"that sounds about tight, so you think even mass murderers can change?",CANNOTANSWER
Why did Ben try to help Dan?,do you feel he could show compassion for others as h did for his new friend?,wanted to give him the fulfillment of sending the notorious criminal to the jail
Why did Ben try to help Dan?,are you fearful he will get angry and go back to his old ways?,once the train departs he flees on his horse
Is Wonder Woman even a Wonder Woman in DC Extended Universe?,Is Wonder Woman even a Wonder Woman in DC Extended Universe?,"We only see the logo WW on Lex Luthor file, so maybe he gave her that name, but nobody knows it except him yet"
Is Wonder Woman even a Wonder Woman in DC Extended Universe?,Do you know who plays her character?,in DCEU
Is Wonder Woman even a Wonder Woman in DC Extended Universe?,Are there many women woman movies?,Wonder Woman is
Is Wonder Woman even a Wonder Woman in DC Extended Universe?,Was it always played by the same actor?,Wonder Woman
Is Wonder Woman even a Wonder Woman in DC Extended Universe?,So nobody refers her as wonder woman in the DC extended universe?,Because it is not the name she was given or known by in DCEU
What happened at the end of The Grey?,What happened at the end of The Grey?,"I think the ending is intentionally ambiguous, so each member of the audience can draw their own conclusion"
What happened at the end of The Grey?,Oh Well did Ottway fdie or survive,"If you watched past the credits, you saw that there was a very short (maybe two seconds) scene where we see Ottway and the Alpha wolf after they fight. They're both alive, but badly injured"
What happened at the end of The Grey?,Oh Ok so 3whsat happened at ther end?,"I think the ending is intentionally ambiguous, so each member of the audience can draw their own conclusion"
What is this camera effect used in Hot Fuzz?,What is this camera effect used in Hot Fuzz?,"The Michael Bay Spin I'm joking, but as far as I can tell the technique doesn't really have a name. All that's happening is that the camera is moving around subjects in the foreground"
What is this camera effect used in Hot Fuzz?,Have you seen this used before?,"The reason I refer to it as the Michael Bay Spin is that director Michael Bay has used this exact shot (with different actors/locations, of course) in a lot of his films"
What is this camera effect used in Hot Fuzz?,Was Hot Fuzz the first tme he used it?,"In fact, the inclusion of that shot in Hot Fuzz is a direct reference to Michael Bay - Bad Boys II (directed by Bay) is bought up earlier on in the film, and if I remember correctly, t"
What is this camera effect used in Hot Fuzz?,What else has Michael Bay directed?,CANNOTANSWER
Why didn't Seaplane explode when stung by a mosquito?,Why didn't Seaplane explode when stung by a mosquito?,CANNOTANSWER
Why didn't Seaplane explode when stung by a mosquito?,what do you think the point of this story line is?,CANNOTANSWER
Why didn't Seaplane explode when stung by a mosquito?,do you think this movie ends well?,Sadly I could not find any sources confirming this
Why didn't Seaplane explode when stung by a mosquito?,do you think everyone confronts there fears?,CANNOTANSWER
How did Fred Madison change into Pete Dayton in prison?,How did Fred Madison change into Pete Dayton in prison?,he psycologically transformed to a young good guy with pure heart in prison
How did Fred Madison change into Pete Dayton in prison?,how long was he in prison?,CANNOTANSWER
How did Fred Madison change into Pete Dayton in prison?,Why was he in prison?,He was suspicious about his wife and killed her
How did Fred Madison change into Pete Dayton in prison?,was Pete Dayron someone he knew before he was in prison?,CANNOTANSWER
"If Cooper wanted to stay, why did he send the NASA Coordinates?","If Cooper wanted to stay, why did he send the NASA Coordinates?","When he realises that what has happened in the past cannot be changed, then he wants to save the future of mankind. That is why he sends the location of NASA to his past self"
"If Cooper wanted to stay, why did he send the NASA Coordinates?",What else can you tell me about Cooper?,te
Did the queen allow Jon to visit Tyrion?,Did the queen allow Jon to visit Tyrion?,don't have a source but I am fairly certain
Did the queen allow Jon to visit Tyrion?,Why would she allow Jon to visit though?,Daenerys didn't know about Jon visiting Tyrion in the cell because of the later scene with her and Jon and her reaction to Jon asking mercy for Tyrion
Did the queen allow Jon to visit Tyrion?,Did Tyrion try to talk Jon into doing something?,Jon asking mercy for Tyrion
Did the queen allow Jon to visit Tyrion?,How did the queen respond to the request of mercy for Tyrion?,"when they see Jon, a close ally of Dany and a Commander of the Northern forces, they let him through because they know he has a higher authority and possibly Queen's confidence in the visit"
Did the queen allow Jon to visit Tyrion?,So the queen favor Jon?,he has a higher authority and possibly Queen's confidence in the visit
Did the queen allow Jon to visit Tyrion?,What did Tyrion do after the visit?,gotten their orders from Grey Worm
Why is Doc Brown in a hurry in the end of Back to the Future part 1?,Why is Doc Brown in a hurry in the end of Back to the Future part 1?,CANNOTANSWER
Why is Doc Brown in a hurry in the end of Back to the Future part 1?,do you think its because martys son is goin to jail in future?,"With Jennifer around (and what Doc said), the second movie now had to be about their kids"
Why is Doc Brown in a hurry in the end of Back to the Future part 1?,do you think the movie will be good since its about the kids?,"They had ""painted themselves into a corner"" in a way, but still managed to make an excellent story out of it"
Why is Doc Brown in a hurry in the end of Back to the Future part 1?,i also wonder if they will have anymore about the kids or go back to another subject?,CANNOTANSWER
Which deception is Matron referring to?,Which deception is the Matron referring to?,You seem to be focusing on the meaning of the words spoken and ignoring the context of the scene surrounding them
Which deception is Matron referring to?,Who was attacked?,The scene in question takes place in the middle of a classroom
Which deception is Matron referring to?,Were both parties students?,There is no deception between Dominika and the cadet she's paired with (they both know what's going on in the moment
Which deception is Matron referring to?,Are they friends?,The school they're in is an SVR (Russian Intelligence) school for training female assassins
Which deception is Matron referring to?,Is the school government run?,"the specific class they are attending is about seduction, and how to use it to manipulate targets of interest"
Eloise Hawking's connection to MIB and the loophole,Eloise Hawking's connection to MIB and the loophole,The 'loophole' was part of MIB's years in the making plan to escape the island
Eloise Hawking's connection to MIB and the loophole,When Locke leaves the island what is he told by Christian Shephard?,CANNOTANSWER
Eloise Hawking's connection to MIB and the loophole,Which seasons were the best ones?,CANNOTANSWER
Eloise Hawking's connection to MIB and the loophole,Do you think Eloise was cooperating with MIB?,Eloise took orders from the MIB
Eloise Hawking's connection to MIB and the loophole,Was she manip;ulated somehow by MIB with her knowing through an other way you never saw on the show?,CANNOTANSWER
Was Inspector Highland the inside man?,Was Inspector Highland the inside man?,"There is no indication in the book that Robert Highland was allied, or even sympathetic to, Kevin O'Donnell or his group of terrorists"
Was Inspector Highland the inside man?,When did the officers not seem to know what was going on?,CANNOTANSWER
Was Inspector Highland the inside man?,Who executed both Highland and the two officers?,CANNOTANSWER
What wise choice does Varys intend to make?,What wise choice does Varys intend to make?,CANNOTANSWER
What wise choice does Varys intend to make?,Why does Varys conspire against Daenery?,"If Jon is to be put on the throne the only option for Daenerys is to kill her, because she's too dangerous with her dragons and people who would continue to support her"
What wise choice does Varys intend to make?,Why do millions stand to die?,CANNOTANSWER
What wise choice does Varys intend to make?,What are they trying to decide?,So the insinuation and what Tyrion is pleading against is that Varys would try to assassinate her
What wise choice does Varys intend to make?,Are the dragons a danger?,she's too dangerous with her dragons and people who would continue to support her
What wise choice does Varys intend to make?,Cn she be separated from her dragons?,CANNOTANSWER
Is Raul Silva's prosthesis a computer?,Is Raul Silva's prosthesis a computer?,CANNOTANSWER
Is Raul Silva's prosthesis a computer?,What kind of cage is he isolated in?,"When causing an explosion right inside the MI6 headquarters, he forced them to move to this old bunker (since he knew their security protocols"
Is Raul Silva's prosthesis a computer?,What is the prosthesis hiding?,the hard drive they obtained from Silva
Is Raul Silva's prosthesis a computer?,Was anytging programmed?,causing an explosion right inside the MI6 headquarters
Is Raul Silva's prosthesis a computer?,Did he recieve any help?,Silva planned all this in advance
Is Raul Silva's prosthesis a computer?,Any other interesting facts?,In fact it wasn't Silva who hacked into the MI6 system but Q
Why did the Strangers make up Shell Beach in human's heads when they were not even supposed to go there?,Why did the Strangers make up Shell Beach in human's heads when they were not even supposed to go there?,"they are part of an experiment is to keep them from realizing that fact. So, they implant them with memories of being outside the city, in the daylight, to keep them docile"
Why did the Strangers make up Shell Beach in human's heads when they were not even supposed to go there?,do you this this is dangerous?,"Without the belief that there is something better just outside the city, the humans would likely go mad with the realization that they are stuck in an elaborate prison"
Why did the Strangers make up Shell Beach in human's heads when they were not even supposed to go there?,"i agree, do you think this is something that will be exposed?","John lacks the programming to accept things as they are, and his questions eventually lead Bumstead, who has been programmed to be a detective, to join him"
Where could Cage get alcohol on base?,Where could Cage get alcohol on base?,"Even in real life, drugs, alcohol, and illicit materials are abundant in field ops. It would not be unheard of or even unexpected for soldiers to have access to alcohol"
Where could Cage get alcohol on base?,Where could he have gotten it?,"From his various loops, he obviously didn't sleep that night between waking up at the DS kicks and the moving out, and he could have found alcohol on base or off"
Where could Cage get alcohol on base?,Will he get in trouble?,It would not be unheard of or even unexpected for soldiers to have access to alcohol
Where could Cage get alcohol on base?,what would happen if he was drunk during combat?,"Put it this way, J Squads direct drill Sargent was against poker or card games and J Squad had a poker game going. Alcohol is just as easy to bring"
Are Max Cooperman and Ryan McCarthy friends in Never Back Down?,Are Max Cooperman and Ryan McCarthy friends in Never Back Down?,Max invites Jake to come and learn mixed martial arts with his instructor
Are Max Cooperman and Ryan McCarthy friends in Never Back Down?,Wasn't Max concerned when Ryan beat up Jake?,CANNOTANSWER
Are Max Cooperman and Ryan McCarthy friends in Never Back Down?,Was Max friend with Jake?,"Jake appears and attempts to stop it, only to which Ryan insults his late father, saying ""You're weak...like your old man...was"
Are Max Cooperman and Ryan McCarthy friends in Never Back Down?,"Was there rivalry between Baja, Ryan, and Jake?","However, Baja faced Ryan and breaks up with him on account that he beat Jake up"
Are Max Cooperman and Ryan McCarthy friends in Never Back Down?,Did Max know Baja or they just met?,CANNOTANSWER
Are Max Cooperman and Ryan McCarthy friends in Never Back Down?,Why did Max remain friend with Ryan after the Jake incident?,"Jake has won the respect of all his fellow students, up to and including Ryan and they become friends again"
Did the Soggy Bottom Boys ever get a record contract?,Who is the radio owner?,Stoke
Did the Soggy Bottom Boys ever get a record contract?,Did the actual band ever get a contract signed?,"When they recorded the song originally, they were asked to sign papers, and paid $10 each for the work"
Did the Soggy Bottom Boys ever get a record contract?,Who much money did the band make?,CANNOTANSWER
Did the Soggy Bottom Boys ever get a record contract?,What was the name of the song?,Man of Constant Sorrow
Did the Soggy Bottom Boys ever get a record contract?,What was the name of the movie?,CANNOTANSWER
Is it forbidden to have a relationship in CBI in reality?,Is it forbidden to have a relationship in CBI in reality?,It looks like the CBI in this case prefers keep personal relationships to a minimal so that it won't adversely affect decisions out in the field
Is it forbidden to have a relationship in CBI in reality?,Is CBI a real thing in America or was it made up for the Mentalist?,fictional CBI in this instance
Is it forbidden to have a relationship in CBI in reality?,Is there a comparable department in the US in reality?,US Federal civilian employees
Is it forbidden to have a relationship in CBI in reality?,Are they allowed to have personal relationships while working together or will they have to quit their jobs like the CBI agents?,there is no prohibition against having spouses (or immediate family members) working in the same agency or even the same unit
Is it a coincidence that there are many couples boarding ships in Alien?,Is it a coincidence that there are many couples boarding ships in Alien?,"The situation in Alien Covenant is entirely different. This is a colonization ship, a deliberate, one-way trip to settle on another planet"
Is it a coincidence that there are many couples boarding ships in Alien?,"I am wondering in the Alien universe, having a married couple to go onto the same trip is encouraged officially?",I don't think you can extrapolate the second example to say it is 'encouraged officially'. Its clearly encouraged
Is it a coincidence that there are many couples boarding ships in Alien?,What is the colonization ships mission officially?,"Its clearly encouraged, possibly a requirement for the people funding a colonization of another plane"
Is it a coincidence that there are many couples boarding ships in Alien?,How many couples per colonization ship?,CANNOTANSWER
Is it a coincidence that there are many couples boarding ships in Alien?,Is there anything else you could tell me about the ships in Alien?,The trip in Prometheus and the later Nostromo isn't one-way and is largely crewed by single people
Why is Phantasm II available on Bluray while the other movies in this series are not?,Why is Phantasm II available on Bluray while the other movies in this series are not?,"Anchor Bay had the rights for 1,3, and 4 but the DVDs are out of print and AB didn't seem to do much with the movies beyond their initial DVD releases"
Why is Phantasm II available on Bluray while the other movies in this series are not?,Is that a different company than phantasm II,For a while now Scream Factory (Shout Factory) has had distribution rights for Phantasm 2
Why is Phantasm II available on Bluray while the other movies in this series are not?,Why are they owned by different companies?,If Scream Factory ends up with the films that would be cause for celebration as they make an art out of re-releasing old horror films on Blu ray and making some fine collector sets
Why is Phantasm II available on Bluray while the other movies in this series are not?,How many are in the series?,CANNOTANSWER
Why is Phantasm II available on Bluray while the other movies in this series are not?,What is included in the Criterion Collection,unfortunately all of my online searching hasn't turned up any info on who does hold the rights to the films. Fingers Crossed
What is going on in Pan's Labyrinth?,Is Ofelia just dreaming things to get herself in a fairy world?,"If it's fantasy, then of course only Ofelia can see these thing because she imagined them"
What is going on in Pan's Labyrinth?,Are the things happening for real but visible only to Ofelia?,"If it's real, the inconsistencies are easily explained by Vidal's fascist belief system. These elements simply are not part of his world"
What is going on in Pan's Labyrinth?,"When Vidal pulls the mandrake root out of Ofelia's mother's bed, is it just a normal root",CANNOTANSWER
What is going on in Pan's Labyrinth?,In the end when Vidal follows Ofelia to the labyrinth is Ofelia talking to the faun?,CANNOTANSWER
What is going on in Pan's Labyrinth?,What is going on in Pan's Labyrinth?,CANNOTANSWER
Why was Louise the only one who advances her mind?,Why was Louise the only one who advances her mind?,The key point is that she is the first person to completely grasp the alien language and therefore the first to experience its ability to undo her brain's sense of linear time
Why was Louise the only one who advances her mind?,was this a good movie?,CANNOTANSWER
Why was Louise the only one who advances her mind?,did you like it?,CANNOTANSWER
Why did the 11th doctor live so long compared with his predecessors?,Why did the 11th doctor live so long compared with his predecessors?,Don't forget that all these three regenerations weren't triggered due to any natural/inherent reason (like dieing of old age
Why did the 11th doctor live so long compared with his predecessors?,what do you think triggered them the most?,he ninth Doctor absorbed the vortex energy from Rose and the tenth Doctor absorbed the radiation from that completely weird and odd failsafe containment thingy
Why are most scenes in a car recorded with chroma?,Why are most scenes in a car recorded with chroma?,Most car scenes are recorded with chroma just for pratical reasons
Why are most scenes in a car recorded with chroma?,What reasons are those?,"In a professional production you look for ""quality"" and you can achieve it only if you have control. It's all about control"
Why are most scenes in a car recorded with chroma?,Is it illegal to film while driving in a public place?,"Of course this changes from country to country, but generally speaking it's not illegal to film on the streets, since it's a public area"
Why are most scenes in a car recorded with chroma?,Are there any safety concerns when filming?,you minimize the hitches that can occurs in the real world (also safety concers
Why are most scenes in a car recorded with chroma?,Is there anything else you can tell me on this subject?,you should film outdoor shots to enrich and give credibility to your scene
Why are most scenes in a car recorded with chroma?,"Ok sure, we'll what about the actors, any reasons why you wouldn't want them driving?",With a studio setting you get full control of the lights
How is the night king not at the wall yet?,How is the night king not at the wall yet?,It's hard to say because we really don't know what he's been doing exactly or why
How is the night king not at the wall yet?,True. It takes a long time for any background information to really come to light.,But a likely explanation is that him and his army simply move at the speed of plot. So he hasn't made it there because it's not time for that in the story and it's just a plot hole
How is the night king not at the wall yet?,Right. Are all white walkers from north of the wall?,CANNOTANSWER
How is the night king not at the wall yet?,"They move really slow. Does Bran move faster than them when he is north of the wall, because he pretty slow too?",CANNOTANSWER
How is the night king not at the wall yet?,Do the whitewalkers split up or stay together?,CANNOTANSWER
Why did Harry not use Polyjuice Potion at the wedding of Bill and Fleur?,Why did Harry not use Polyjuice Potion at the wedding of Bill and Fleur?,"Harry's disguise made every sense, and so he had it in the book (where you can stuff loads of details with minor explanations), but it was not overly important for the scene"
Why did Harry not use Polyjuice Potion at the wedding of Bill and Fleur?,Were there death eaters at the wedding?,CANNOTANSWER
Why did Harry not use Polyjuice Potion at the wedding of Bill and Fleur?,Did Harry take any other measures to protect himself?,Harry's disguise made every sense
Why did Harry not use Polyjuice Potion at the wedding of Bill and Fleur?,Who was harry disguised as in the book?,CANNOTANSWER
How can Cooper communicate with his daughter before the time he went to space?,How can Cooper communicate with his daughter before the time he went to space?,"When cooper got pulled in Gargantua and ejected before spacecraft got destroyed, he got stuck in some extra dimension where time is non-linear"
How can Cooper communicate with his daughter before the time he went to space?,So was he still alive or was he a ghost?,It's like a space where he can communicate with her daughter on earth through gravity. That's why Murph thought it was a ghost
How can Cooper communicate with his daughter before the time he went to space?,Was he able to help Murph when he was communicating via gravity?,CANNOTANSWER
How can Cooper communicate with his daughter before the time he went to space?,How could he communicate to his daughter before he goes into space? I didn't get the logic of that part.,It's like a space where he can communicate with her daughter on earth through gravity
How can Cooper communicate with his daughter before the time he went to space?,How did cooper know that Muph would know it was him?,CANNOTANSWER
Is a twist ending that occurs at the end of a series of films still called a twist ending?,Is a twist ending that occurs at the end of a series of films still called a twist ending?,"A twist ending would be Harry becoming a worse villain than Voldy, or Voldy winning and everybody dying"
Is a twist ending that occurs at the end of a series of films still called a twist ending?,Are you talking about Harry Potter?,"That is just a simple plot twist, or character development"
Is a twist ending that occurs at the end of a series of films still called a twist ending?,Is Harry a good guy or bad guy in the story?,"The Harry Potter series is a pretty straight forward tale of good vs evil, and does not deviate much from that"
Is a twist ending that occurs at the end of a series of films still called a twist ending?,Is Snape seen as a bad guy at first in the movie?,CANNOTANSWER
Is a twist ending that occurs at the end of a series of films still called a twist ending?,"Can you tell me anything else about the movie, it sounds interesting?",CANNOTANSWER
Is a twist ending that occurs at the end of a series of films still called a twist ending?,Are there any other movies you can recommend with twist endings?,CANNOTANSWER
"If Scarlet Witch of MCU has the ability to fly, why didn't she attempt to fly earlier?","Hello, if Scarlet Witch of MCU has the ability to fly, why didn't she attempt to fly earlier?",I assume to enhance her dramatic entrance in the final scene. So there's no real explanation for why she doesn't ever try to do it earlier
"If Scarlet Witch of MCU has the ability to fly, why didn't she attempt to fly earlier?",Does she levitate in Avengers Age of Ultron?,CANNOTANSWER
"If Scarlet Witch of MCU has the ability to fly, why didn't she attempt to fly earlier?",She did fly in the comics right?,CANNOTANSWER
Did Harvey Dent know that it was Bruce Wayne who locked him up?,Did Harvey Dent know that it was Bruce Wayne who locked him up?,It is likely that Harvey Dent may not remember Rachel asking or the question
Did Harvey Dent know that it was Bruce Wayne who locked him up?,Who did Harvey think locked him up?,Rachel
Did Harvey Dent know that it was Bruce Wayne who locked him up?,Who actually locked Harvey up?,Batman drugged Dent
Did Harvey Dent know that it was Bruce Wayne who locked him up?,Where did Batman drug Dent?,inside the panic room
Did Harvey Dent know that it was Bruce Wayne who locked him up?,WHen did that happen?,later and he woke up in his own bed
When does Sam lose his psychic powers?,When does Sam lose his psychic powers?,Sam loses his powers whenever he stops drinking demon blood
When does Sam lose his psychic powers?,What show is this?,season 4
When does Sam lose his psychic powers?,Who are the main characters?,Bobby and Dean
When does Sam lose his psychic powers?,Which season does he lose his powers?,season 4
When does Sam lose his psychic powers?,Was it when Sam was brought back from hell?,after Dean came back
When does Sam lose his psychic powers?,Did he lose all of his powers?,Bobby and Dean made him go through a detox in order to get all of the demon blood out of him
How did they know where to locate the Indominus Rex's corpse?,How did they know where to locate the Indominus Rex's corpse?,Owen or Claire were there when Mosauraus dragged Indominus into the lagoon. It's possible that they might have told someone what happened to I-Rex
How did they know where to locate the Indominus Rex's corpse?,Did they find the other dinosaur too?,"this is not shown how exactly Mosauraus ate I-rex, but by looking at the skeleton, he just ate it like a lion or a tiger do"
How did they know where to locate the Indominus Rex's corpse?,was the lagoon empty after that?,"If you notice, they were searching through lagoon before they reached its skeleton"
How did they know where to locate the Indominus Rex's corpse?,are Owen and Claire still together?,CANNOTANSWER
DC comics in Arrowverse?,Are the DC comics referenced in Arrowverse?,they do not mention that they are in the universe where DC comics do not exist
DC comics in Arrowverse?,What was the conversaton between Ralph and Barry about in The Flash S04E17?,"Arrowverse, specifically the Flash show, have shown the concept of Multiverse to be true"
"Why can't the soldier ""get used to the new rags""?","Why can't the soldier ""get used to the new rags""?","I think the soldier says, ""I can't get used to the new regs"" as in regulations"
"Why can't the soldier ""get used to the new rags""?",What do you mean by regulations?,It's referring to Neville's (Will Smith's) beard that he has in the flashback. The
"Why can't the soldier ""get used to the new rags""?",Is having a beard against regulations?,"The ""new regs"" are likely to prohibit shaving with a razor"
"Why can't the soldier ""get used to the new rags""?",Why would shaving be against regulations?,prohibit shaving with a razor in order to prevent open sores that could lead to infection by the virus
"Why can't the soldier ""get used to the new rags""?",Can you tell me more about the virus?,CANNOTANSWER
"Why can't the soldier ""get used to the new rags""?",Does Robert Neville Successfully rescue his family?,CANNOTANSWER
"Why did Dr. Strange make the comment ""You look more like a Thanos""?","Why did Dr. Strange make the comment ""You look more like a Thanos""?","The correct answer could be that he thought the GOTG were somehow Thanos initially, but Strange is a smart guy and none of those people are even remotely Thanos"
"Why did Dr. Strange make the comment ""You look more like a Thanos""?",Dr. Strange went ahead in time to see the possible outcomes and he must have seen Thanos in it. Is this a movie plothole?,CANNOTANSWER
"Why did Dr. Strange make the comment ""You look more like a Thanos""?",did he see Thanos for the first time at Titan?,CANNOTANSWER
Is the script Wes Craven is writing on his computer the movie itself?,Is the script Wes Craven is writing on his computer the movie itself?,Wes is writing the dialogue in a script that exactly matches the dialogue the characters have just said totally fits the crossover world being created in this film
Is the script Wes Craven is writing on his computer the movie itself?,Is this a little confusing to anyone else?,CANNOTANSWER
Is the script Wes Craven is writing on his computer the movie itself?,What can you tell me about the franchise?,The film is based on the idea of a fictional character crossing over into the real lives of the real actors who acted in the earlier films in the franchise
Is the script Wes Craven is writing on his computer the movie itself?,How many movies were there?,CANNOTANSWER
Why did the Great Gasby (2013) movie erase the hints of Nick Carraway's homosexuality?,Why did the Great Gasby (2013) movie erase the hints of Nick Carraway's homosexuality?,I'd guess the movie's motive for not introducing the McKee subplot is because that was only a minor subplot of the book
Why did the Great Gasby (2013) movie erase the hints of Nick Carraway's homosexuality?,Why would the writer include this subplot in the book?,"In book form, there is plenty of room for the subplot suggestion that Nick is gay -- and the author Fitzgerald introduced the suggestion so subtly that most readers miss it"
Why did the Great Gasby (2013) movie erase the hints of Nick Carraway's homosexuality?,Did the director choose not to include this on purpose?,"re-telling a book story in movie form, when you've got to get all the key details on screen in just 2 or 3 hours, means you have to omit many minor details"
In what year is House of Cards set?,In what year is House of Cards set?,2012
In what year is House of Cards set?,What number president was Walker?,CANNOTANSWER
In what year is House of Cards set?,Who was Walker the successor of?,CANNOTANSWER
In what year is House of Cards set?,What year was he inaugurated in?,Walker/Matthews were elected to the White House in 2012
In what year is House of Cards set?,Is there any in show evidence that the first season of House of Cards really does take place in 2017?,CANNOTANSWER
"Was the track ""Estasi Dell Anima"" newly composed for ""Zombieland""?","Was the track ""Estasi Dell Anima"" newly composed for ""Zombieland""?","I found Ennio Morricone's L'Estasi Dell'oro, which has a similar feel and might be an inspiration"
"Was the track ""Estasi Dell Anima"" newly composed for ""Zombieland""?",Does anyone know for sure is this piece based on a classical piece?,CANNOTANSWER
"Was the track ""Estasi Dell Anima"" newly composed for ""Zombieland""?",It's a great piece but too short...do you know if there is a longer rendition available?,"Estasi dell Anima was composed for the movie by David Sardy, there isn't a longer version"
"Was the track ""Estasi Dell Anima"" newly composed for ""Zombieland""?","Ugh, what other pieces has Sardy done?",CANNOTANSWER
"Was the track ""Estasi Dell Anima"" newly composed for ""Zombieland""?",Is there anything else you can tell me about Estasi Dell Anima?,It has similar instrumentation (discounting the electric guitar) and a driving beat with flourishes leading to a grand orchestral swell
"In Mystic River, How did listening to the 911 tape solve the case?","In Mystic River, How did listening to the 911 tape solve the case?",After listening to the 911 tape they found out that the boys knew more about the murder
"In Mystic River, How did listening to the 911 tape solve the case?",The names weren't mentioned so how did they make the connection to the boys?,there was a possibility that someone from the Harris household would have committed the crime
"In Mystic River, How did listening to the 911 tape solve the case?","How did they know the victim was a girl when they only saw the car, but the body was in the back?",CANNOTANSWER
"In Mystic River, How did listening to the 911 tape solve the case?",Why did it take them so long to listen to the tapes?,CANNOTANSWER
"In Mystic River, How did listening to the 911 tape solve the case?",Did the boys ever contact the police?,CANNOTANSWER
How is the fluent conversation with spacecraft possible in Capricorn One?,How is the fluent conversation with spacecraft possible in Capricorn One?,The comment prior to the conversation with the astronauts´ wives (in the control center) clearly states that Capricorn 1 is just close enough to Earth to allow the fluent conversation
How is the fluent conversation with spacecraft possible in Capricorn One?,How close was Capricorn One to earth?,Only at the most distant point of the mission the conversation gaps reach 21 minutes
How is the fluent conversation with spacecraft possible in Capricorn One?,Would this work in real life as in the movie? Or would it be too far away to communicate with Earth?,"If this stage was equipped with extra rooms, stores etc. it would appear more realistic than what we see in the movie"
How is the fluent conversation with spacecraft possible in Capricorn One?,"Ok, that doesn't really answer my question. How many people were onboard Capricorn One?",CANNOTANSWER
How is the fluent conversation with spacecraft possible in Capricorn One?,What year did this take place?,CANNOTANSWER
How is the fluent conversation with spacecraft possible in Capricorn One?,What was the Capricorn One mission objective?,I am much more worried about the Apollo mission technology used for a journey of at least a year. Could three astronauts just sit in the command module most of the time
What is the Eraserhead baby?,What is the Eraserhead baby?,The answer to that question is; no one will ever know
What is the Eraserhead baby?,Where was the baby born?,It is highly unlikely the baby was actually living tissue
What is the Eraserhead baby?,How was the baby created?,"it somewhat resembles a sheep fetus, so that may have been the vision Lynch worked from"
What is the Eraserhead baby?,What was the baby made out of?,CANNOTANSWER
What is the Eraserhead baby?,What else could the baby of been ?,"All anyone will ever have is speculation, until Lynch decides to spill the beans"
